,0,1,2,3,4,5,6,7
260,R248,H007,1 AVE,L,BMT,40.730901,-73.981719,10009
261,R248,H008,1 AVE,L,BMT,40.730901,-73.981719,10009
446,R180,R252,103 ST,6,IRT,40.790582,-73.947473,10029
342,R191,R170,103 ST,1,IRT,40.799354,-73.968329,10025
371,R314,N037,103 ST,BC,IND,40.796105,-73.961399,10025
665,R208,R529,103 ST-CORONA,7,IRT,40.749858,-73.862672,11368
692,R007,J034,104 ST,JZ,BMT,40.695184,-73.844326,11418
456,R181,R253,110 ST,6,IRT,40.795066,-73.944297,10029
457,R181,R254,110 ST,6,IRT,40.795066,-73.944297,10029
350,R192,R172,110 ST-CATHEDRL,1,IRT,40.804032,-73.966742,10025
351,R192,R171,110 ST-CATHEDRL,1,IRT,40.804032,-73.966742,10025
414,R323,R301,110 ST-CPN,23,IRT,40.79911,-73.951807,10026
701,R008,J035,111 ST,J,BMT,40.697405,-73.836354,11418
676,R310,R530,111 ST,7,IRT,40.75176,-73.855183,11368
465,R182,R256,116 ST,6,IRT,40.798574,-73.941593,10029
466,R182,R257,116 ST,6,IRT,40.798574,-73.941593,10029
431,R324,R303,116 ST,23,IRT,40.802098,-73.949625,10026
432,R324,R302,116 ST,23,IRT,40.802098,-73.949625,10026
396,R333,N030,116 ST,BC,IND,40.805072,-73.954833,10026
397,R333,N029,116 ST,BC,IND,40.805072,-73.954833,10026
359,R159,R173,116 ST-COLUMBIA,1,IRT,40.80819,-73.964124,10027
716,R009,J037,121 ST,JZ,BMT,40.700536,-73.828382,11418
379,R034,R174,125 ST,1,IRT,40.815596,-73.958395,10027
412,R102,N026,125 ST,ACBD,IND,40.811056,-73.952386,10027
413,R102,N025,125 ST,ACBD,IND,40.811056,-73.952386,10027
485,R132,R258,125 ST,456,IRT,40.804406,-73.937452,10035
448,R206,R304,125 ST,23,IRT,40.808076,-73.945906,10027
449,R206,R305,125 ST,23,IRT,40.808076,-73.945906,10027
468,R207,R306,135 ST,23,IRT,40.814459,-73.940992,10037
469,R207,R307,135 ST,23,IRT,40.814459,-73.940992,10037
440,R332,N024,135 ST,BC,IND,40.817902,-73.947644,10030
441,R332,N023,135 ST,BC,IND,40.817902,-73.947644,10030
442,R332,N022,135 ST,BC,IND,40.817902,-73.947644,10030
403,R169,R176,137 ST-CITY COL,1,IRT,40.821994,-73.953674,10031
404,R169,R175,137 ST-CITY COL,1,IRT,40.821994,-73.953674,10031
511,R445,R401,138 ST-3 AVE,6,IRT,40.810512,-73.926165,10454
501,R307,R259,138 ST-GR CONC,45,IRT,40.813208,-73.929877,10451
99,R105,R127,14 ST,123FLM,IRT,40.738007,-73.998381,10011
100,R105,R128,14 ST,123FLM,IRT,40.738007,-73.998381,10011
87,R175,N078,14 ST,ACEL,IND,40.740388,-74.002104,10011
113,R163,N512,14 ST-6 AVE,FLM123,IND,40.737348,-73.9969,10011
114,R163,N510,14 ST-6 AVE,FLM123,IND,40.737348,-73.9969,10011
115,R163,N511,14 ST-6 AVE,FLM123,IND,40.737348,-73.9969,10011
116,R163,N513,14 ST-6 AVE,FLM123,IND,40.737348,-73.9969,10011
164,R170,A035,14 ST-UNION SQ,LNQR456,BMT,40.734836,-73.990688,10003
165,R170,A033,14 ST-UNION SQ,456LNQR,BMT,40.734836,-73.990688,10003
166,R170,A034,14 ST-UNION SQ,LNQR456,BMT,40.734836,-73.990688,10003
167,R170,A036,14 ST-UNION SQ,LNQR456,BMT,40.734836,-73.990688,10003
168,R170,A037,14 ST-UNION SQ,LNRQ456,BMT,40.734836,-73.990688,10003
169,R170,R221,14 ST-UNION SQ,LNQR456,IRT,40.734836,-73.990688,10003
458,R101,N020,145 ST,ABCD,IND,40.824787,-73.944232,10031
459,R101,N019,145 ST,ABCD,IND,40.824787,-73.944232,10031
422,R273,R178,145 ST,1,IRT,40.826426,-73.950412,10031
423,R273,R177,145 ST,1,IRT,40.826426,-73.950412,10031
489,R344,R308,145 ST,3,IRT,40.820402,-73.936315,10030
488,R345,R309,148 ST-LENOX,3,IRT,40.823877,-73.936443,10039
541,R053,R311,149 ST-3 AVE,25,IRT,40.816132,-73.917754,10455
542,R053,R310,149 ST-3 AVE,25,IRT,40.816132,-73.917754,10455
509,R205,R261,149 ST-GR CONC,245,IRT,40.818429,-73.926927,10451
510,R205,R260,149 ST-GR CONC,245,IRT,40.818429,-73.926927,10451
117,R545,PTH11,14TH STREET,1,PTH,40.737434,-73.996785,10011
279,R241,N542,15 ST-PROSPECT,FG,IND,40.660376,-73.979509,11215
280,R241,N541,15 ST-PROSPECT,FG,IND,40.660376,-73.979509,11215
482,R315,N202,155 ST,BD,IND,40.829934,-73.938632,10039
467,R331,N017,155 ST,C,IND,40.830551,-73.941486,10032
454,R193,R180,157 ST,1,IRT,40.833879,-73.944726,10032
455,R193,R179,157 ST,1,IRT,40.833879,-73.944726,10032
512,R195,N203,161 ST-YANKEE,BD4,IND,40.827888,-73.925736,10452
513,R195,N204,161 ST-YANKEE,BD4,IND,40.827888,-73.925736,10452
514,R195,N205,161 ST-YANKEE,BD4,IND,40.827888,-73.925736,10452
515,R195,R262,161 ST-YANKEE,BD4,IRT,40.827888,-73.925736,10452
516,R195,R262A,161 ST-YANKEE,4BD,IRT,40.827888,-73.925736,10452
517,R195,R262B,161 ST-YANKEE,4BD,IRT,40.827888,-73.925736,10452
479,R296,N016A,163 ST-AMSTERDM,C,IND,40.835957,-73.939898,10032
536,R104,N207,167 ST,BD,IND,40.833773,-73.91843,10456
537,R104,N206,167 ST,BD,IND,40.833773,-73.91843,10456
525,R221,R283,167 ST,4,IRT,40.835535,-73.92138,10452
475,R035,N012,168 ST-BROADWAY,1AC,IND,40.840778,-73.940091,10032
476,R035,N013,168 ST-BROADWAY,AC1,IND,40.840778,-73.940091,10032
477,R035,R182,168 ST-BROADWAY,1AC,IRT,40.840778,-73.940091,10032
734,R115,N340,169 ST,F,IND,40.710459,-73.7936,11432
735,R115,N340A,169 ST,F,IND,40.710459,-73.7936,11432
540,R243,R284,170 ST,4,IRT,40.840048,-73.917775,10452
550,R443,N209,170 ST,BD,IND,40.839301,-73.913355,10456
551,R443,N208,170 ST,BD,IND,40.839301,-73.913355,10456
625,R386,R322,174 ST,25,IRT,40.837382,-73.887659,10460
626,R386,R321,174 ST,25,IRT,40.837382,-73.887659,10460
745,R253,N210,174-175 ST,BD,IND,40.845892,-73.910136,10457
746,R253,N212,174-175 ST,BD,IND,40.845892,-73.910136,10457
480,R126,N010,175 ST,A,IND,40.847369,-73.939683,10033
481,R126,N011,175 ST,A,IND,40.847369,-73.939683,10033
555,R309,R286,176 ST,4,IRT,40.848635,-73.912497,10453
290,R242,N549,18 AVE,F,IND,40.629881,-73.977149,11230
291,R242,N550,18 AVE,F,IND,40.629881,-73.977149,11230
88,R372,E012,18 AVE,D,BMT,40.607958,-74.001782,11214
172,R392,D008,18 AVE,N,BMT,40.620728,-73.990388,11204
106,R321,R129,18 ST,1,IRT,40.741096,-73.997877,10011
107,R321,R130,18 ST,1,IRT,40.741096,-73.997877,10011
483,R174,N007A,181 ST,A,IND,40.851686,-73.937967,10033
484,R174,N009,181 ST,A,IND,40.851686,-73.937967,10033
492,R260,R183,181 ST,1,IRT,40.849495,-73.933632,10033
595,R237,N215,182-183 ST,BD,IND,40.856085,-73.900695,10457
582,R275,R288,183 ST,4,IRT,40.858389,-73.903828,10453
491,R280,N006A,190 ST,A,IND,40.859022,-73.93419,10040
502,R274,R185,191 ST,1,IRT,40.855176,-73.929384,10040
179,R300,N523,2 AVE,F,IND,40.723291,-73.989873,10002
180,R300,N521,2 AVE,F,IND,40.723291,-73.989873,10002
24,R076,MCC07,2 BDWY CUST SRV,45,IRT,40.704591,-74.013273,10004
98,R373,E013,20 AVE,D,BMT,40.604798,-73.998456,11214
225,R393,D009,20 AVE,N,BMT,40.617373,-73.985088,11204
534,R037,R188,207 ST,1,IRT,40.864653,-73.918719,10034
462,R303,N603,21 ST,F,IND,40.7541,-73.94258,11101
546,R038,R190,215 ST,1,IRT,40.869359,-73.915329,10034
664,R365,R332,219 ST,25,IRT,40.883767,-73.862736,10467
309,R422,N553,22 AVE-BAY PKY,F,IND,40.620907,-73.975453,11204
670,R366,R333,225 ST,25,IRT,40.887887,-73.860505,10466
102,R111,N076,23 ST,CE,IND,40.745924,-73.998005,10011
103,R111,N075,23 ST,CE,IND,40.745924,-73.998005,10011
104,R111,N077,23 ST,CE,IND,40.745924,-73.998005,10011
216,R131,R227,23 ST,6,IRT,40.740088,-73.986429,10010
217,R131,R227A,23 ST,6,IRT,40.740088,-73.986429,10010
218,R131,R226,23 ST,6,IRT,40.740088,-73.986429,10010
219,R131,R226A,23 ST,6,IRT,40.740088,-73.986429,10010
124,R190,R131,23 ST,1,IRT,40.744071,-73.995624,10011
125,R190,R132,23 ST,1,IRT,40.744071,-73.995624,10011
186,R083,A031,23 ST-5 AVE,NR,BMT,40.741006,-73.989315,10010
187,R083,A030,23 ST-5 AVE,NR,BMT,40.741006,-73.989315,10010
151,R203,N509,23 ST-6 AVE,FM,IND,40.742868,-73.99277,10019
152,R453,N508,23 ST-6 AVE,FM,IND,40.742981,-73.992727,10011
575,R040,R194,231 ST,1,IRT,40.878867,-73.904858,10463
674,R367,R334,233 ST,25,IRT,40.893386,-73.857265,10466
594,R306,R196,238 ST,1,IRT,40.884821,-73.900759,10463
600,R117,R197,242 ST,1,IRT,40.889185,-73.898549,10471
205,R399,E015,25 AVE,D,BMT,40.597873,-73.986955,11214
101,R278,C016,25 ST,R,BMT,40.660481,-73.998059,11232
105,R455,C017,25 ST,R,BMT,40.66043,-73.997944,11232
231,R143,R228,28 ST,6,IRT,40.743095,-73.984251,10016
232,R143,R229,28 ST,6,IRT,40.743095,-73.984251,10016
233,R143,R230,28 ST,6,IRT,40.743095,-73.984251,10016
143,R272,R133,28 ST,1,IRT,40.747224,-73.99336,10001
144,R272,R134,28 ST,1,IRT,40.747224,-73.99336,10001
190,R082,A029,28 ST-BROADWAY,NR,BMT,40.745574,-73.988682,10001
191,R082,A027,28 ST-BROADWAY,NR,BMT,40.745574,-73.988682,10001
203,R330,H005,3 AVE,L,BMT,40.733243,-73.987169,10003
204,R330,H006,3 AVE,L,BMT,40.733243,-73.987169,10003
256,R176,R231,33 ST,6,IRT,40.746119,-73.981826,10016
257,R176,R231A,33 ST,6,IRT,40.746119,-73.981826,10016
258,R176,R232,33 ST,6,IRT,40.746119,-73.981826,10016
259,R176,R232A,33 ST,6,IRT,40.746119,-73.981826,10016
497,R291,R516,33 ST/RAWSON ST,7,IRT,40.744558,-73.930993,11101
498,R291,R517,33 ST/RAWSON ST,7,IRT,40.744558,-73.930993,11101
193,R022,A022,34 ST-HERALD SQ,BDFMNQR,BMT,40.749533,-73.987899,10001
195,R022,N506,34 ST-HERALD SQ,BDFMNQR,IND,40.749533,-73.987899,10001
196,R022,N505,34 ST-HERALD SQ,BDFMNQR,IND,40.749533,-73.987899,10001
194,R023,A025,34 ST-HERALD SQ,BDFMNQR,BMT,40.749533,-73.987899,10001
197,R023,N507,34 ST-HERALD SQ,BDFMNQR,IND,40.749533,-73.987899,10001
135,R012,N067,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
136,R012,N065,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
137,R012,N068,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
138,R012,N070,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
139,R012,N072,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
140,R013,N071,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
141,R013,N069,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
142,R013,N073,34 ST-PENN STA,ACE,IND,40.752247,-73.993456,10001
155,R031,R141,34 ST-PENN STA,123,IRT,40.750329,-73.991096,10001
156,R031,R135,34 ST-PENN STA,123,IRT,40.750329,-73.991096,10001
157,R031,R137,34 ST-PENN STA,123,IRT,40.750329,-73.991096,10001
158,R031,R139,34 ST-PENN STA,123,IRT,40.750329,-73.991096,10001
145,R293,R138,34 ST-PENN STA,123ACE,IRT,40.750264,-73.992984,10001
146,R293,R142,34 ST-PENN STA,123ACE,IRT,40.750264,-73.992984,10001
83,R197,C018,36 ST,DNR,BMT,40.65515,-74.003477,11232
505,R339,N312,36 ST,MR,IND,40.75202,-73.92874,11101
506,R339,N311,36 ST,MR,IND,40.75202,-73.92874,11101
189,R258,N537,4 AVE,DFGMNR,IND,40.67032,-73.988757,11215
520,R261,R518,40 ST-LOWERY ST,7,IRT,40.743778,-73.923998,11104
228,R021,N503,42 ST-BRYANT PK,BDFM7,IND,40.754198,-73.984573,10019
229,R021,N502,42 ST-BRYANT PK,BDFM7,IND,40.754198,-73.984573,10019
230,R021,N504,42 ST-BRYANT PK,BDFM7,IND,40.754198,-73.984573,10019
292,R045,R236,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
293,R045,R233,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
294,R046,R238,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
295,R046,R237,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
296,R046,R238A,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
297,R047,R240,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
298,R047,R237B,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
299,R048,R241A,42 ST-GRD CNTRL,4567S,IRT,40.751849,-73.976945,10017
181,R010,N062A,42 ST-PA BUS TE,ACENQRS1237,IND,40.757303,-73.989787,10036
182,R010,N060,42 ST-PA BUS TE,ACENQRS1237,IND,40.757303,-73.989787,10036
183,R011,N063A,42 ST-PA BUS TE,ACENQRS1237,IND,40.757303,-73.989787,10036
184,R011,N062,42 ST-PA BUS TE,ACENQRS1237,IND,40.757303,-73.989787,10036
185,R011,N063,42 ST-PA BUS TE,ACENQRS1237,IND,40.757303,-73.989787,10036
207,R032,A021,42 ST-TIMES SQ,1237ACENQRS,BMT,40.755905,-73.986504,10019
208,R032,R145,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
209,R032,R143,42 ST-TIMES SQ,ACENQRS1237,IRT,40.755905,-73.986504,10019
210,R032,R146,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
211,R033,R151,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
212,R033,R148,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
213,R033,R150,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
214,R033,R153,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
215,R033,R147,42 ST-TIMES SQ,1237ACENQRS,IRT,40.755905,-73.986504,10019
43,R232,C019,45 ST,R,BMT,40.648866,-74.010086,11220
552,R267,N316,46 ST,MR,IND,40.756312,-73.913333,11103
553,R267,N316A,46 ST,MR,IND,40.756312,-73.913333,11103
554,R267,N317,46 ST,MR,IND,40.756312,-73.913333,11103
538,R223,R519,46 ST-BLISS ST,7,IRT,40.743079,-73.918419,11377
539,R223,R520,46 ST-BLISS ST,7,IRT,40.743079,-73.918419,11377
264,R020,N500,47-50 ST-ROCK,BDFM,IND,40.758652,-73.981311,10036
265,R020,N501,47-50 ST-ROCK,BDFM,IND,40.758652,-73.981311,10036
266,R020,N501A,47-50 ST-ROCK,BDFM,IND,40.758652,-73.981311,10036
234,R081,A015,49 ST-7 AVE,NQR,BMT,40.760139,-73.984112,10019
235,R081,A013,49 ST-7 AVE,NQR,BMT,40.760139,-73.984112,10019
236,R081,A014,49 ST-7 AVE,NQR,BMT,40.760139,-73.984112,10019
237,R081,A016,49 ST-7 AVE,NQR,BMT,40.760139,-73.984112,10019
311,R015,N303,5 AVE-53 ST,EM,IND,40.760179,-73.975196,10022
312,R015,N304,5 AVE-53 ST,EM,IND,40.760179,-73.975196,10022
320,R079,A006,5 AVE-59 ST,NQR,BMT,40.764909,-73.973372,10153
321,R079,A007,5 AVE-59 ST,NQR,BMT,40.764909,-73.973372,10153
248,R054,R501,5 AVE-BRYANT PK,7BDFM,IRT,40.753824,-73.981966,10018
249,R054,R500,5 AVE-BRYANT PK,7BDFM,IRT,40.753824,-73.981966,10018
238,R116,R154,50 ST,1,IRT,40.761675,-73.983908,10019
239,R116,R155,50 ST,1,IRT,40.761675,-73.983908,10019
220,R188,N057,50 ST,CE,IND,40.762439,-73.985989,10019
221,R188,N056,50 ST,CE,IND,40.762439,-73.985989,10019
129,R234,E004,50 ST,D,BMT,40.636232,-73.994765,11219
331,R049,R243,51 ST,6,IRT,40.757108,-73.97187,10022
332,R049,R242,51 ST,6,IRT,40.757108,-73.97187,10022
333,R049,R242A,51 ST,6,IRT,40.757108,-73.97187,10022
556,R327,R521,52 ST-LINCOLN,7,IRT,40.744103,-73.912497,11377
19,R233,C020,53 ST,R,BMT,40.644959,-74.014034,11220
126,R247,E005,55 ST,D,BMT,40.631412,-73.995473,11219
285,R302,N600,57 ST,F,IND,40.763625,-73.977449,10019
270,R080,A010,57 ST-7 AVE,NQR,BMT,40.764755,-73.980646,10019
271,R080,A011,57 ST-7 AVE,NQR,BMT,40.764755,-73.980646,10019
345,R050,R244,59 ST,456NQR,IRT,40.762796,-73.967686,10022
346,R050,R244A,59 ST,456NQR,IRT,40.762796,-73.967686,10022
347,R051,R245,59 ST,456NQR,IRT,40.762796,-73.967686,10022
348,R051,R245A,59 ST,456NQR,IRT,40.762796,-73.967686,10022
14,R212,C021,59 ST,NR,BMT,40.641426,-74.017972,11220
15,R212,C022,59 ST,NR,BMT,40.641426,-74.017972,11220
252,R084,N049,59 ST-COLUMBUS,1ABCD,IND,40.76811,-73.981891,10023
253,R084,N051,59 ST-COLUMBUS,ABCD1,IND,40.76811,-73.981891,10023
254,R084,R158,59 ST-COLUMBUS,1ABCD,IRT,40.76811,-73.981891,10023
112,R163,H003,6 AVE,FLM123,BMT,40.737348,-73.9969,10011
584,R147,R523,61 ST/WOODSIDE,7,IRT,40.745623,-73.902969,11377
666,R202,N330B,63 DR-REGO PARK,MR,IND,40.729869,-73.86161,11374
667,R202,N330C,63 DR-REGO PARK,MR,IND,40.729869,-73.86161,11374
601,R340,N322,65 ST,MR,IND,40.749663,-73.898485,11377
243,R164,R160A,66 ST-LINCOLN,1,IRT,40.773424,-73.982234,10025
244,R164,R159,66 ST-LINCOLN,1,IRT,40.773424,-73.982234,10025
245,R164,R160,66 ST-LINCOLN,1,IRT,40.773424,-73.982234,10025
678,R219,N331,67 AVE,MR,IND,40.726462,-73.85263,11375
679,R219,N332,67 AVE,MR,IND,40.726462,-73.85263,11375
360,R177,R246,68ST-HUNTER COL,6,IRT,40.768143,-73.964016,10065
605,R347,R524,69 ST-FISK AVE,7,IRT,40.746325,-73.896403,11377
274,R288,N539A,7 AV-PARK SLOPE,FG,IND,40.666276,-73.980324,11215
