,0,1,2,3,4,5,6,7
663,R382,N129,GRANT AVE,A,IND,40.677107,-73.865376,11208
398,R239,N405,GREENPOINT AVE,G,IND,40.731324,-73.954425,11222
399,R239,N403,GREENPOINT AVE,G,IND,40.731324,-73.954425,11222
705,R355,N139,GREENWOOD-111,A,IND,40.684364,-73.832181,11419
706,R355,N138,GREENWOOD-111,A,IND,40.684364,-73.832181,11419
6,R551,PTH04,GROVE STREET,1,PTH,40.719876,-74.042616,7302
661,R226,R728,GUN HILL ROAD,5,IRT,40.877796,-73.866341,10467
662,R364,R331,GUN HILL ROAD,25,IRT,40.877796,-73.866255,10467
579,R266,H028,HALSEY ST,L,BMT,40.695607,-73.904021,11385
580,R266,H030,HALSEY ST,L,BMT,40.695607,-73.904021,11385
544,R381,J016,HALSEY ST,J,BMT,40.68617,-73.916337,11233
1,R544,PTH02,HARRISON,1,PTH,40.738879,-74.155533,7029
408,R352,J003,HEWES ST,JM,BMT,40.706994,-73.953481,11211
170,R252,N100,HIGH ST,AC,IND,40.699316,-73.990474,11201
171,R252,N101,HIGH ST,AC,IND,40.699316,-73.990474,11201
71,R290,R123,HOUSTON ST,1,IRT,40.728202,-74.005344,10014
72,R290,R121,HOUSTON ST,1,IRT,40.728202,-74.005344,10014
73,R290,R122,HOUSTON ST,1,IRT,40.728202,-74.005344,10014
74,R290,R124,HOUSTON ST,1,IRT,40.728202,-74.005344,10014
710,R414,N182,HOWARD BCH-JFK,A,IND,40.660476,-73.830301,11414
711,R414,N182A,HOWARD BCH-JFK,A,IND,40.660476,-73.830301,11414
226,R225,R606,HOYT ST,23,IRT,40.690547,-73.985066,11201
227,R456,R605,HOYT ST,23,IRT,40.690545,-73.985065,11201
543,R094,R514,HOYT ST-ASTORIA,NQ,BMT,40.770426,-73.917614,11102
224,R217,N108,HOYT/SCHERMER,ACG,IND,40.688465,-73.985474,11201
672,R383,N131,HUDSON-80 ST,A,IND,40.679369,-73.85896,11416
673,R383,N130,HUDSON-80 ST,A,IND,40.679369,-73.85896,11416
437,R134,R507,HUNTERS PT AVE,7,IRT,40.74238,-73.948889,11101
620,R146,R412,HUNTS POINT AVE,6,IRT,40.820889,-73.890567,10472
603,R407,R316,INTERVALE-163,25,IRT,40.822172,-73.896747,10459
529,R173,N002A,INWOOD-207 ST,A,IND,40.868045,-73.919921,10034
530,R173,N001,INWOOD-207 ST,A,IND,40.868045,-73.919921,10034
565,R405,R312,JACKSON AVE,25,IRT,40.816505,-73.907797,10455
731,R025,N606,JAMAICA CENTER,EJZ,IND,40.702131,-73.80111,11433
732,R025,N607,JAMAICA CENTER,EJZ,IND,40.702131,-73.80111,11433
737,R019,N343,JAMAICA-179 ST,F,IND,40.712622,-73.783815,11432
738,R019,N342,JAMAICA-179 ST,F,IND,40.712622,-73.783815,11432
723,R342,N604,JAMAICA-VAN WYC,E,IND,40.702566,-73.816859,11418
222,R089,C003,JAY ST-METROTEC,R,BMT,40.692182,-73.985935,11201
223,R089,C004,JAY ST-METROTEC,R,BMT,40.692182,-73.985935,11201
201,R127,N103,JAY ST-METROTEC,ACF,IND,40.692338,-73.987342,11201
202,R127,N102,JAY ST-METROTEC,ACF,IND,40.692338,-73.987342,11201
521,R279,H022,JEFFERSON ST,L,BMT,40.706636,-73.922925,11237
712,R535,JFK01,JFK HOWARD BCH,A,IND,40.660476,-73.830301,11414
713,R535,JFK02,JFK HOWARD BCH,A,IND,40.660476,-73.830301,11414
739,R536,JFK03,JFK JAMAICA CT1,E,IND,40.643942,-73.782356,11010
740,R537,JFK04,JFK JAMAICA CT2,E,IND,40.643942,-73.782356,11010
5,R552,PTH03,JOURNAL SQUARE,1,PTH,40.732102,-74.063915,7306
651,R097,R528,JUNCTION BLVD,7,IRT,40.749143,-73.869452,11373
586,R066,R630,JUNIUS ST,3,IRT,40.663419,-73.902454,11212
327,R130,N557,KINGS HIGHWAY,F,IND,40.603234,-73.972342,11223
328,R130,N558,KINGS HIGHWAY,F,IND,40.603234,-73.972342,11223
384,R211,B024,KINGS HIGHWAY,BQ,BMT,40.608691,-73.957772,11229
385,R211,B023,KINGS HIGHWAY,BQ,BMT,40.608691,-73.957772,11229
386,R211,B024A,KINGS HIGHWAY,BQ,BMT,40.608691,-73.957772,11229
269,R395,D012,KINGS HIGHWAY,N,BMT,40.603967,-73.980668,11223
610,R155,N221,KINGSBRIDGE RD,BD,IND,40.866974,-73.893485,10458
611,R155,N220,KINGSBRIDGE RD,BD,IND,40.866974,-73.893485,10458
602,R161,R290,KINGSBRIDGE RD,4,IRT,40.867899,-73.897326,10468
463,R124,R624,KINGSTON AVE,3,IRT,40.669409,-73.942173,11213
470,R199,N119,KINGSTON-THROOP,C,IND,40.679921,-73.940858,11216
471,R199,N118,KINGSTON-THROOP,C,IND,40.679921,-73.940858,11216
531,R413,K019,KNICKERBOCKER,M,BMT,40.698666,-73.919685,11237
504,R379,J012,KOSCIUSZKO ST,J,BMT,40.693329,-73.928826,11221
767,R550,PTH16,LACKAWANNA,1,PTH,,,
319,R283,N110,LAFAYETTE AVE,C,IND,40.68617,-73.973908,11217
720,R356,N141,LEFFERTS BLVD,A,IND,40.685975,-73.824713,11419
343,R050,A004,LEXINGTON AVE,456NQR,BMT,40.762796,-73.967686,10022
344,R051,A002,LEXINGTON AVE,456NQR,BMT,40.762796,-73.967686,10022
352,R319,N601,LEXINGTON AVE,F,IND,40.764763,-73.966291,10021
335,R016,N305A,LEXINGTON-53 ST,EM6,IND,40.75753,-73.969102,10035
336,R017,N306,LEXINGTON-53 ST,EM6,IND,40.75753,-73.969102,10035
337,R017,N305,LEXINGTON-53 ST,EM6,IND,40.75753,-73.969102,10035
650,R538,LGA01,LGA AIRPORT CTB,7,IRT,40.774702,-73.871189,11369
757,R526,LI001,LIB-HEMPSTEAD,F,LIB,,,
604,R440,N125,LIBERTY AVE,C,IND,40.674552,-73.896554,11207
596,R350,H038,LIVONIA AVE,L,BMT,40.663801,-73.900444,11207
606,R450,R410,LONGWOOD AVE,6,IRT,40.816083,-73.89606,10455
607,R450,R411,LONGWOOD AVE,6,IRT,40.816083,-73.89606,10455
415,R268,H012,LORIMER ST,GL,BMT,40.713875,-73.951592,11211
447,R353,J005,LORIMER ST,JM,BMT,40.703855,-73.947387,11206
714,R055,R533,MAIN ST,7,IRT,40.759578,-73.830056,11354
715,R055,R534,MAIN ST,7,IRT,40.759578,-73.830056,11354
563,R039,R192,MARBLE HILL-225,1,IRT,40.874551,-73.909879,10463
387,R460,J002,MARCY AVE,JMZ,BMT,40.708377,-73.957751,11211
388,R460,J001,MARCY AVE,JMZ,BMT,40.708377,-73.957751,11211
751,R457,MCB1,METROCARD BUS 1,23,BMT,,,
752,R458,MCB2,METROCARD BUS 2,23,BMT,,,
753,R465,MCV1,METROCARD VAN-1,1,BMT,,,
754,R466,MCV2,METROCARD VAN-2,1,BMT,,,
755,R467,MCV3,METROCARD VAN-3,1,BMT,,,
623,R100,K026,METROPOLITAN AV,M,BMT,40.711353,-73.88958,11385
416,R268,N409,METROPOLITAN AV,GL,IND,40.713875,-73.951592,11211
686,R328,R532,METS-WILLETS PT,7,IRT,40.754622,-73.845625,11368
687,R328,R532G,METS-WILLETS PT,7,IRT,40.754622,-73.845625,11368
688,R328,R532H,METS-WILLETS PT,7,IRT,40.754622,-73.845625,11368
700,R427,R421,MIDDLETOWN ROAD,6,IRT,40.843635,-73.836687,10461
478,R265,H017,MONTROSE AVE,L,BMT,40.707889,-73.940005,11206
493,R294,H019,MORGAN AVE,L,BMT,40.706148,-73.93316,11206
668,R329,R726,MORRIS PARK,5,IRT,40.854137,-73.860977,10462
645,R120,R415,MORRISON AVE,6,IRT,40.829495,-73.874559,10472
631,R133,R293,MOSHOLU PARKWAY,4,IRT,40.87963,-73.884666,10468
547,R308,R285,MT EDEN AVE,4,IRT,40.844406,-73.914621,10452
64,R087,A047,MURRAY ST-B'WAY,R,BMT,40.713086,-74.007232,10007
560,R137,H026,MYRTLE AVE,LM,BMT,40.699707,-73.91181,11237
561,R137,H027,MYRTLE AVE,LM,BMT,40.699707,-73.91181,11237
490,R378,J009,MYRTLE AVE,JMZ,BMT,40.697266,-73.935692,11206
434,R286,N415,MYRTLE-WILLOUGH,G,IND,40.694568,-73.949046,11206
435,R286,N416,MYRTLE-WILLOUGH,G,IND,40.694568,-73.949046,11206
417,R256,N408A,NASSAU AV,G,IND,40.724608,-73.951271,11222
395,R230,B026,NECK ROAD,BQ,BMT,40.595234,-73.95509,11229
315,R426,N562,NEPTUNE AVE,F,IND,40.580992,-73.974531,11224
677,R444,R335,NEREID AVE,25,IRT,40.898382,-73.854389,10466
272,R056,R608,NEVINS ST,2345,IRT,40.688269,-73.980453,11207
273,R056,R609,NEVINS ST,2345,IRT,40.688269,-73.980453,11207
632,R069,R634,NEW LOTS AVE,3,IRT,40.666252,-73.884087,11207
598,R375,H039,NEW LOTS AVE,L,BMT,40.658748,-73.899472,11207
118,R398,D005,NEW UTRECHT AVE,ND,BMT,40.625419,-73.996632,11219
119,R398,D006,NEW UTRECHT AVE,ND,BMT,40.625419,-73.996632,11219
763,R549,PTH18,NEWARK BM BW,1,PTH,,,
764,R549,PTH19,NEWARK C,1,PTH,,,
765,R549,PTH20,NEWARK HM HE,1,PTH,,,
762,R549,PTH01,NEWARK HW BMEBE,1,PTH,,,
438,R135,R643,NEWKIRK AVE,25,IRT,40.639961,-73.948352,11226
439,R135,R644,NEWKIRK AVE,25,IRT,40.639961,-73.948352,11226
365,R149,B019,NEWKIRK AVE,BQ,BMT,40.635059,-73.962793,11226
570,R298,N318,NORTHERN BLVD,MR,IND,40.752898,-73.905973,11377
571,R298,N319,NORTHERN BLVD,MR,IND,40.752898,-73.905973,11377
636,R436,J023,NORWOOD AVE,JZ,BMT,40.681598,-73.880074,11208
640,R157,N224,NORWOOD-205 ST,D,IND,40.874827,-73.878872,10467
641,R157,N225,NORWOOD-205 ST,D,IND,40.874827,-73.878872,10467
421,R061,R623,NOSTRAND AVE,3,IRT,40.669735,-73.950455,11225
425,R198,N116,NOSTRAND AVE,AC,IND,40.68041,-73.950326,11216
426,R198,N117,NOSTRAND AVE,AC,IND,40.68041,-73.950326,11216
756,R410,X001,NYC & CO - 7 AV,1,IRT,,,
340,R264,B032,OCEAN PARKWAY,Q,BMT,40.576298,-73.968523,11235
341,R264,B034,OCEAN PARKWAY,Q,BMT,40.576298,-73.968523,11235
718,R459,OB01,ORCHARD BEACH,6,IND,40.852417,-73.828082,10461
697,R354,N137,OXFORD-104 ST,A,IND,40.681745,-73.837631,11417
288,R057,C009,PACIFIC ST,BDNQR2345,BMT,40.684063,-73.977417,11217
50,R029,R115,PARK PLACE,23ACE,IRT,40.713061,-74.008777,10007
383,R411,B009,PARK PLACE,S,BMT,40.67491,-73.957794,11238
372,R148,B014,PARKSIDE AVE,BQ,BMT,40.655053,-73.961227,11226
729,R114,N339A,PARSONS BLVD,F,IND,40.707564,-73.803326,11432
730,R114,N339,PARSONS BLVD,F,IND,40.707564,-73.803326,11432
41,R540,PTH08,PATH WTC,1,PTH,40.711638,-74.010708,10048
42,R540,PTH21,PATH WTC 2,1,PTH,40.711638,-74.010708,10048
759,R546,PTH06,PAVONIA/NEWPORT,1,PTH,,,
717,R429,R423,PELHAM BAY PARK,6,IRT,40.852465,-73.828125,10461
656,R361,R328,PELHAM PARKWAY,25,IRT,40.857188,-73.867607,10462
657,R361,R327,PELHAM PARKWAY,25,IRT,40.857188,-73.867607,10462
675,R430,R727,PELHAM PARKWAY,5,IRT,40.858973,-73.855355,10469
609,R067,R632,PENNSYLVANIA AV,3,IRT,40.664884,-73.894258,11207
419,R277,R635,PRESIDENT ST,25,IRT,40.667879,-73.950648,11225
108,R086,A041,PRINCE ST-B'WAY,NR,BMT,40.724332,-73.997684,10003
109,R086,A042,PRINCE ST-B'WAY,NR,BMT,40.724332,-73.997684,10003
150,R246,C014,PROSPECT AVE,R,BMT,40.665438,-73.992856,11215
589,R406,R314,PROSPECT AVE,25,IRT,40.819396,-73.901467,10455
590,R406,R315,PROSPECT AVE,25,IRT,40.819396,-73.901467,10455
149,R454,C015,PROSPECT AVE,R,BMT,40.665405,-73.992877,11215
366,R196,B012,PROSPECT PARK,BQS,BMT,40.661596,-73.962193,11225
367,R196,B013,PROSPECT PARK,BQS,BMT,40.661596,-73.962193,11225
486,R140,N309A,QUEENS PLAZA,EMR,IND,40.748948,-73.937194,11101
487,R140,N310,QUEENS PLAZA,EMR,IND,40.748948,-73.937194,11101
474,R121,R509,QUEENSBORO PLZ,7NQ,IRT,40.750508,-73.940177,11101
526,R438,N121B,RALPH AVE,C,IND,40.678815,-73.920801,11233
22,R227,A055,RECTOR ST,R,BMT,40.707222,-74.013391,10006
23,R227,A054,RECTOR ST,R,BMT,40.707222,-74.013391,10006
20,R304,R103,RECTOR ST,1,IRT,40.70784,-74.013691,10006
21,R304,R102,RECTOR ST,1,IRT,40.70784,-74.013691,10006
361,R468,TRAM1,RIT-MANHATTAN,R,RIT,40.761268,-73.964016,10022
402,R469,TRAM2,RIT-ROOSEVELT,R,RIT,40.7574,-73.954006,10065
564,R065,R629,ROCKAWAY AVE,3,IRT,40.662541,-73.908763,11212
558,R439,N122,ROCKAWAY AVE,C,IND,40.67836,-73.911939,11233
559,R439,N123B,ROCKAWAY AVE,C,IND,40.67836,-73.911939,11233
693,R385,N134,ROCKAWAY BLVD,A,IND,40.680429,-73.843853,11417
694,R385,N135,ROCKAWAY BLVD,A,IND,40.680429,-73.843853,11417
698,R419,N187,ROCKAWAY PK 116,AS,IND,40.580454,-73.837459,11694
588,R152,H041,ROCKAWAY PKY,L,BMT,40.64666,-73.901832,11236
617,R018,N324,ROOSEVELT AVE,EFMR7,IND,40.746655,-73.891361,11377
618,R018,N323,ROOSEVELT AVE,EFMR7,IND,40.746655,-73.891361,11377
411,R259,N602,ROOSEVELT IS,F,IND,40.759123,-73.953266,10044
545,R064,R628,SARATOGA AVE,3,IRT,40.661466,-73.916316,11212
566,R402,K022,SENECA AVE,M,BMT,40.702798,-73.907776,11385
400,R136,B027,SHEEPSHEAD BAY,BQ,BMT,40.58681,-73.954167,11235
401,R136,B028,SHEEPSHEAD BAY,BQ,BMT,40.58681,-73.954167,11235
635,R442,N127,SHEPHERD AVE,C,IND,40.674161,-73.880761,11208
612,R408,R318,SIMPSON ST,25,IRT,40.82417,-73.893228,10459
613,R408,R317,SIMPSON ST,25,IRT,40.82417,-73.893228,10459
122,R270,N536,SMITH-9 ST,FG,IND,40.673714,-73.996139,11215
749,R001,R101S,SOUTH FERRY,R1,IRT,40.703082,-74.012983,10004
81,R282,N086,SPRING ST,CE,IND,40.726202,-74.003627,10012
82,R282,N087,SPRING ST,CE,IND,40.726202,-74.003627,10012
110,R322,R215,SPRING ST,6,IRT,40.722397,-73.997211,10012
111,R322,R216,SPRING ST,6,IRT,40.722397,-73.997211,10012
655,R245,R416,ST LAWRENCE AVE,6,IRT,40.8315,-73.867623,10472
3,R070,S101,ST. GEORGE,1,SRT,40.643738,-74.073622,10301
4,R070,S101A,ST. GEORGE,1,SRT,40.643738,-74.073622,10301
527,R238,N315,STEINWAY ST,MR,IND,40.756864,-73.920736,11103
528,R238,N314,STEINWAY ST,MR,IND,40.756864,-73.920736,11103
420,R209,R636,STERLING ST,25,IRT,40.662752,-73.950605,11225
267,R151,G001,STILLWELL AVE,DFNQ,BMT,40.577423,-73.981225,11224
268,R151,G009,STILLWELL AVE,DFNQ,BMT,40.577423,-73.981225,11224
728,R024,N605,SUTPHIN BLVD,EJZ,IND,40.700488,-73.807933,11433
726,R128,N338B,SUTPHIN BLVD,F,IND,40.705416,-73.810562,11435
727,R128,N338,SUTPHIN BLVD,F,IND,40.705416,-73.810562,11435
522,R063,R627,SUTTER AVE,3,IRT,40.664591,-73.922668,11212
587,R349,H037,SUTTER AVE,L,BMT,40.669376,-73.902047,11207
758,R541,PTH13,THIRTY ST,1,PTH,,,
192,R541,PTH17,THIRTY THIRD ST,1,PTH,40.748931,-73.988113,10019
2,R165,S102,TOMPKINSVILLE,1,SRT,40.636948,-74.074824,10301
573,R154,N213,TREMONT AVE,BD,IND,40.850307,-73.905244,10457
574,R154,N214,TREMONT AVE,BD,IND,40.850307,-73.905244,10457
147,R542,PTH12,TWENTY THIRD ST,1,PTH,40.742933,-73.992909,10011
241,R231,C010,UNION ST,R,BMT,40.677302,-73.983135,11215
242,R231,C011,UNION ST,R,BMT,40.677302,-73.983135,11215
707,R158,N336,UNION TPK-KEW G,EF,IND,40.714444,-73.830979,11375
708,R158,N335,UNION TPK-KEW G,EF,IND,40.714444,-73.830979,11375
499,R153,N120,UTICA AVE,AC,IND,40.679279,-73.930585,11207
500,R153,N120A,UTICA AVE,AC,IND,40.679279,-73.930585,11207
430,R360,N401,VAN ALSTON-21ST,G,IND,40.743973,-73.949876,11101
624,R068,R633,VAN SICLEN AVE,3,IRT,40.665405,-73.889451,11207
616,R434,J021,VAN SICLEN AVE,JZ,BMT,40.678018,-73.891726,11207
621,R441,N126,VAN SICLEN AVE,C,IND,40.672786,-73.890438,11207
721,R255,N337,VAN WYCK BLVD,EF,IND,40.709174,-73.820593,11415
405,R276,R504,VERNON/JACKSON,7,IRT,40.742624,-73.953545,11101
406,R276,R503,VERNON/JACKSON,7,IRT,40.742624,-73.953545,11101
407,R276,R506,VERNON/JACKSON,7,IRT,40.742624,-73.953545,11101
94,R138,N080,W 4 ST-WASH SQ,ABCDEFM,IND,40.732251,-74.000559,10011
95,R138,N083,W 4 ST-WASH SQ,ABCDEFM,IND,40.732251,-74.000559,10011
304,R312,G011,W 8 ST-AQUARIUM,FQ,BMT,40.576152,-73.975925,11224
305,R312,G015,W 8 ST-AQUARIUM,FQ,BMT,40.576152,-73.975925,11224
684,R145,R336,WAKEFIELD-241,2,IRT,40.903085,-73.850591,10470
46,R027,R111,WALL ST,23,IRT,40.706864,-74.009056,10038
47,R027,R110,WALL ST,23,IRT,40.706864,-74.009056,10038
48,R027,R112,WALL ST,23,IRT,40.706864,-74.009056,10038
49,R027,R112A,WALL ST,23,IRT,40.706864,-74.009056,10038
25,R043,R203,WALL ST,45,IRT,40.707466,-74.011867,10005
26,R043,R203A,WALL ST,45,IRT,40.707466,-74.011867,10005
27,R043,R204,WALL ST,45,IRT,40.707466,-74.011867,10005
28,R043,R204A,WALL ST,45,IRT,40.707466,-74.011867,10005
503,R091,R511,WASHINGTON-36 A,NQ,BMT,40.756977,-73.929373,11106
750,R532,WCCTR,WEST COUNTY CTR,5,BEE,,,
695,R107,R420,WESTCHESTER SQ,6,IRT,40.839892,-73.842952,10461
747,R001,A060,WHITEHALL ST,R1,BMT,40.703082,-74.012983,10004
748,R001,A058,WHITEHALL ST,R1,BMT,40.703082,-74.012983,10004
629,R325,R413,WHITLOCK AVE,6,IRT,40.826508,-73.886425,10459
581,R295,H032,WILSON AVE,L,BMT,40.688676,-73.903999,11207
429,R451,R637,WINTHROP ST,25,IRT,40.656648,-73.950198,11225
680,R006,J031,WOODHAVEN BLVD,JZ,BMT,40.693866,-73.851568,11421
681,R006,J032,WOODHAVEN BLVD,JZ,BMT,40.693866,-73.851568,11421
652,R201,N329,WOODHAVEN BLVD,MR,IND,40.73308,-73.869259,11373
653,R201,N329A,WOODHAVEN BLVD,MR,IND,40.73308,-73.869259,11373
642,R052,R294,WOODLAWN ROAD,4,IRT,40.885973,-73.878851,10467
44,R029,N094,WORLD TRADE CTR,23ACE,IND,40.712557,-74.009807,10007
206,R301,N530,YORK ST,F,IND,40.699756,-73.98689,11201
685,R326,R419,ZEREGA AVE,6,IRT,40.83646,-73.846471,10462